ngay_cong_bo,to_chuc_phat_hanh,linh_vuc,loai_hinh,trang_thai_xep_hang,loai_y_kien,ky_han,ket_qua_xep_hang,trien_vong,ma_trai_phieu,bao_cao_vi,bao_cao_en,link_to_chuc_phat_hanh,issuer_id,to_chuc_xhtn,thoi_gian_scrape,thang_diem,loai_rating_goc,ngay_snapshot,ngay_cong_bo_dt
28/04/2026,Saigon Treasure Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB-,Stable,,,,https://www.fitchratings.com/entity/saigon-thuong-tin-commercial-joint-stock-bank-80361310,80361310,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-04-28
21/04/2026,VietCredit General Finance Joint Stock Company,,,New Rating,Tổ chức phát hành,Dài hạn,B-,Stable,,,,https://www.fitchratings.com/entity/vietcredit-general-finance-joint-stock-company-97848393,97848393,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-04-21
25/02/2026,Vietnam Asia Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/vietnam-asia-commercial-joint-stock-bank-97756842,97756842,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-25
25/02/2026,Nam A Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/nam-a-commercial-joint-stock-bank-97709010,97709010,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-25
24/02/2026,Bac A Commercial Joint Stock Bank,,,Review - No Action,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/bac-a-commercial-joint-stock-bank-97790123,97790123,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-24
24/02/2026,Vietnam Thuong Tin Commercial Joint Stock Bank,,,Review - No Action,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/vietnam-thuong-tin-commercial-joint-stock-bank-97781512,97781512,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-24
13/02/2026,PetroVietnam Gas Joint Stock Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/petrovietnam-gas-joint-stock-corporation-97455191,97455191,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-13
13/02/2026,National Power Transmission Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/national-power-transmission-corporation-96745181,96745181,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-13
06/02/2026,Vietnam National Industry - Energy Group,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-oil-gas-group-96764711,96764711,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-06
13/11/2025,HSBC Bank (Vietnam) Ltd.,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/hsbc-bank-vietnam-ltd-97450504,97450504,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-13
13/11/2025,Standard Chartered Bank (Vietnam) Limited,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/standard-chartered-bank-vietnam-limited-97093538,97093538,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-13
13/11/2025,ANZ Bank (Vietnam) Limited,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/anz-bank-vietnam-limited-96835456,96835456,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-13
10/11/2025,Vietnam Technological and Commercial Joint Stock Bank,,,Publish,Tổ chức phát hành,Dài hạn,BB-,Positive,,,,https://www.fitchratings.com/entity/vietnam-technological-commercial-joint-stock-bank-97582606,97582606,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-10
07/11/2025,MB Shinsei Consumer Credit Finance Limited Liability Company,,,Affirmed,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/mb-shinsei-finance-limited-liability-company-97386845,97386845,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-07
06/11/2025,Saigon - Hanoi Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB-,Stable,,,,https://www.fitchratings.com/entity/saigon-hanoi-commercial-joint-stock-bank-94255895,94255895,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-06
06/11/2025,Asia Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB-,Positive,,,,https://www.fitchratings.com/entity/asia-commercial-joint-stock-bank-80362281,80362281,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-06
06/11/2025,Military Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB,Stable,,,,https://www.fitchratings.com/entity/military-commercial-joint-stock-bank-95639290,95639290,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-06
03/11/2025,Vietnam Bank for Agriculture and Rural Development,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-bank-for-agriculture-rural-development-80092047,80092047,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-03
03/11/2025,Vietnam Joint Stock Commercial Bank for Industry and Trade,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-joint-stock-commercial-bank-for-industry-trade-80092048,80092048,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-03
03/11/2025,Joint Stock Commercial Bank For Foreign Trade of Vietnam,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/joint-stock-commercial-bank-for-foreign-trade-of-vietnam-80090442,80090442,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-03
27/04/2023,Home Credit Vietnam Finance Company Limited,,,Withdrawn,Tổ chức phát hành,Dài hạn,WD,,,,,https://www.fitchratings.com/entity/home-credit-vietnam-finance-company-limited-96645418,96645418,Fitch Ratings,2026-09-17 09:07:33,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2023-04-27
07/09/2026,Southern Power Corporation,,,Withdrawn,Tổ chức phát hành,Dài hạn,WD,,,,,https://www.fitchratings.com/entity/southern-power-corporation-97062655,97062655,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-09-07
07/09/2026,Ho Chi Minh City Power Corporation,,,Withdrawn,Tổ chức phát hành,Dài hạn,WD,,,,,https://www.fitchratings.com/entity/ho-chi-minh-city-power-corporation-97012847,97012847,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-09-07
07/09/2026,Hanoi Power Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/hanoi-power-corporation-96894665,96894665,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-09-07
07/09/2026,Northern Power Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-electricity-northern-power-corporation-97068875,97068875,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-09-07
26/08/2026,Vietnam Electricity,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-electricity-96630179,96630179,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-08-26
19/08/2026,Petrovietnam Refining and Petrochemical Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/binh-son-refining-petrochemical-joint-stock-company-97506575,97506575,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-08-19
13/07/2026,Ho Chi Minh City Development Joint Stock Commercial Bank,,,New Rating,Tổ chức phát hành,Dài hạn,BB-,Stable,,,,https://www.fitchratings.com/entity/ho-chi-minh-city-development-joint-stock-commercial-bank-97909597,97909597,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-07-13
25/06/2026,Viet Capital Commercial Joint Stock Bank,,,New Rating,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/viet-capital-commercial-joint-stock-bank-97890589,97890589,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-06-25
16/06/2026,Vietnam,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-80442269,80442269,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-06-16
13/05/2026,PetroVietnam Power Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/petrovietnam-power-corporation-joint-stock-company-97128194,97128194,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-05-13
28/04/2026,Saigon Treasure Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB-,Stable,,,,https://www.fitchratings.com/entity/saigon-thuong-tin-commercial-joint-stock-bank-80361310,80361310,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-04-28
21/04/2026,VietCredit General Finance Joint Stock Company,,,New Rating,Tổ chức phát hành,Dài hạn,B-,Stable,,,,https://www.fitchratings.com/entity/vietcredit-general-finance-joint-stock-company-97848393,97848393,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-04-21
25/02/2026,Vietnam Asia Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/vietnam-asia-commercial-joint-stock-bank-97756842,97756842,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-25
25/02/2026,Nam A Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/nam-a-commercial-joint-stock-bank-97709010,97709010,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-25
24/02/2026,Bac A Commercial Joint Stock Bank,,,Review - No Action,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/bac-a-commercial-joint-stock-bank-97790123,97790123,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-24
24/02/2026,Vietnam Thuong Tin Commercial Joint Stock Bank,,,Review - No Action,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/vietnam-thuong-tin-commercial-joint-stock-bank-97781512,97781512,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-24
13/02/2026,PetroVietnam Gas Joint Stock Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/petrovietnam-gas-joint-stock-corporation-97455191,97455191,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-13
13/02/2026,National Power Transmission Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/national-power-transmission-corporation-96745181,96745181,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-13
06/02/2026,Vietnam National Industry - Energy Group,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-oil-gas-group-96764711,96764711,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2026-02-06
13/11/2025,HSBC Bank (Vietnam) Ltd.,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/hsbc-bank-vietnam-ltd-97450504,97450504,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-13
13/11/2025,Standard Chartered Bank (Vietnam) Limited,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/standard-chartered-bank-vietnam-limited-97093538,97093538,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-13
13/11/2025,ANZ Bank (Vietnam) Limited,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/anz-bank-vietnam-limited-96835456,96835456,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-13
10/11/2025,Vietnam Technological and Commercial Joint Stock Bank,,,Publish,Tổ chức phát hành,Dài hạn,BB-,Positive,,,,https://www.fitchratings.com/entity/vietnam-technological-commercial-joint-stock-bank-97582606,97582606,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-10
07/11/2025,MB Shinsei Consumer Credit Finance Limited Liability Company,,,Affirmed,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/mb-shinsei-finance-limited-liability-company-97386845,97386845,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-07
06/11/2025,Saigon - Hanoi Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB-,Stable,,,,https://www.fitchratings.com/entity/saigon-hanoi-commercial-joint-stock-bank-94255895,94255895,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-06
06/11/2025,Asia Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB-,Positive,,,,https://www.fitchratings.com/entity/asia-commercial-joint-stock-bank-80362281,80362281,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-06
06/11/2025,Military Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB,Stable,,,,https://www.fitchratings.com/entity/military-commercial-joint-stock-bank-95639290,95639290,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-06
03/11/2025,Vietnam Bank for Agriculture and Rural Development,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-bank-for-agriculture-rural-development-80092047,80092047,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-03
03/11/2025,Vietnam Joint Stock Commercial Bank for Industry and Trade,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-joint-stock-commercial-bank-for-industry-trade-80092048,80092048,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-03
03/11/2025,Joint Stock Commercial Bank For Foreign Trade of Vietnam,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/joint-stock-commercial-bank-for-foreign-trade-of-vietnam-80090442,80090442,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2025-11-03
27/04/2023,Home Credit Vietnam Finance Company Limited,,,Withdrawn,Tổ chức phát hành,Dài hạn,WD,,,,,https://www.fitchratings.com/entity/home-credit-vietnam-finance-company-limited-96645418,96645418,Fitch Ratings,2026-09-17 15:15:52,Quốc tế,Long Term Issuer Default Rating,2026-09-17,2023-04-27
07/09/2026,Southern Power Corporation,,,Withdrawn,Tổ chức phát hành,Dài hạn,WD,,,,,https://www.fitchratings.com/entity/southern-power-corporation-97062655,97062655,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-09-07
07/09/2026,Ho Chi Minh City Power Corporation,,,Withdrawn,Tổ chức phát hành,Dài hạn,WD,,,,,https://www.fitchratings.com/entity/ho-chi-minh-city-power-corporation-97012847,97012847,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-09-07
07/09/2026,Hanoi Power Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/hanoi-power-corporation-96894665,96894665,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-09-07
07/09/2026,Northern Power Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-electricity-northern-power-corporation-97068875,97068875,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-09-07
26/08/2026,Vietnam Electricity,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-electricity-96630179,96630179,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-08-26
19/08/2026,Petrovietnam Refining and Petrochemical Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/binh-son-refining-petrochemical-joint-stock-company-97506575,97506575,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-08-19
13/07/2026,Ho Chi Minh City Development Joint Stock Commercial Bank,,,New Rating,Tổ chức phát hành,Dài hạn,BB-,Stable,,,,https://www.fitchratings.com/entity/ho-chi-minh-city-development-joint-stock-commercial-bank-97909597,97909597,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-07-13
25/06/2026,Viet Capital Commercial Joint Stock Bank,,,New Rating,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/viet-capital-commercial-joint-stock-bank-97890589,97890589,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-06-25
16/06/2026,Vietnam,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-80442269,80442269,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-06-16
13/05/2026,PetroVietnam Power Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/petrovietnam-power-corporation-joint-stock-company-97128194,97128194,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-05-13
28/04/2026,Saigon Treasure Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB-,Stable,,,,https://www.fitchratings.com/entity/saigon-thuong-tin-commercial-joint-stock-bank-80361310,80361310,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-04-28
21/04/2026,VietCredit General Finance Joint Stock Company,,,New Rating,Tổ chức phát hành,Dài hạn,B-,Stable,,,,https://www.fitchratings.com/entity/vietcredit-general-finance-joint-stock-company-97848393,97848393,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-04-21
25/02/2026,Vietnam Asia Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/vietnam-asia-commercial-joint-stock-bank-97756842,97756842,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-02-25
25/02/2026,Nam A Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/nam-a-commercial-joint-stock-bank-97709010,97709010,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-02-25
24/02/2026,Bac A Commercial Joint Stock Bank,,,Review - No Action,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/bac-a-commercial-joint-stock-bank-97790123,97790123,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-02-24
24/02/2026,Vietnam Thuong Tin Commercial Joint Stock Bank,,,Review - No Action,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/vietnam-thuong-tin-commercial-joint-stock-bank-97781512,97781512,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-02-24
13/02/2026,PetroVietnam Gas Joint Stock Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/petrovietnam-gas-joint-stock-corporation-97455191,97455191,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-02-13
13/02/2026,National Power Transmission Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/national-power-transmission-corporation-96745181,96745181,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-02-13
06/02/2026,Vietnam National Industry - Energy Group,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-oil-gas-group-96764711,96764711,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-02-06
13/11/2025,HSBC Bank (Vietnam) Ltd.,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/hsbc-bank-vietnam-ltd-97450504,97450504,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-13
13/11/2025,Standard Chartered Bank (Vietnam) Limited,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/standard-chartered-bank-vietnam-limited-97093538,97093538,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-13
13/11/2025,ANZ Bank (Vietnam) Limited,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/anz-bank-vietnam-limited-96835456,96835456,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-13
10/11/2025,Vietnam Technological and Commercial Joint Stock Bank,,,Publish,Tổ chức phát hành,Dài hạn,BB-,Positive,,,,https://www.fitchratings.com/entity/vietnam-technological-commercial-joint-stock-bank-97582606,97582606,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-10
07/11/2025,MB Shinsei Consumer Credit Finance Limited Liability Company,,,Affirmed,Tổ chức phát hành,Dài hạn,B+,Stable,,,,https://www.fitchratings.com/entity/mb-shinsei-finance-limited-liability-company-97386845,97386845,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-07
06/11/2025,Saigon - Hanoi Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB-,Stable,,,,https://www.fitchratings.com/entity/saigon-hanoi-commercial-joint-stock-bank-94255895,94255895,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-06
06/11/2025,Asia Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB-,Positive,,,,https://www.fitchratings.com/entity/asia-commercial-joint-stock-bank-80362281,80362281,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-06
06/11/2025,Military Commercial Joint Stock Bank,,,Affirmed,Tổ chức phát hành,Dài hạn,BB,Stable,,,,https://www.fitchratings.com/entity/military-commercial-joint-stock-bank-95639290,95639290,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-06
03/11/2025,Vietnam Bank for Agriculture and Rural Development,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-bank-for-agriculture-rural-development-80092047,80092047,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-03
03/11/2025,Vietnam Joint Stock Commercial Bank for Industry and Trade,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/vietnam-joint-stock-commercial-bank-for-industry-trade-80092048,80092048,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-03
03/11/2025,Joint Stock Commercial Bank For Foreign Trade of Vietnam,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/joint-stock-commercial-bank-for-foreign-trade-of-vietnam-80090442,80090442,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2025-11-03
27/04/2023,Home Credit Vietnam Finance Company Limited,,,Withdrawn,Tổ chức phát hành,Dài hạn,WD,,,,,https://www.fitchratings.com/entity/home-credit-vietnam-finance-company-limited-96645418,96645418,Fitch Ratings,2026-09-18 08:01:02,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2023-04-27
07/09/2026,Southern Power Corporation,,,Withdrawn,Tổ chức phát hành,Dài hạn,WD,,,,,https://www.fitchratings.com/entity/southern-power-corporation-97062655,97062655,Fitch Ratings,2026-09-18 14:39:16,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-09-07
07/09/2026,Ho Chi Minh City Power Corporation,,,Withdrawn,Tổ chức phát hành,Dài hạn,WD,,,,,https://www.fitchratings.com/entity/ho-chi-minh-city-power-corporation-97012847,97012847,Fitch Ratings,2026-09-18 14:39:16,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-09-07
07/09/2026,Hanoi Power Corporation,,,Affirmed,Tổ chức phát hành,Dài hạn,BB+,Stable,,,,https://www.fitchratings.com/entity/hanoi-power-corporation-96894665,96894665,Fitch Ratings,2026-09-18 14:39:16,Quốc tế,Long Term Issuer Default Rating,2026-09-18,2026-09-07
